"program","willingness_to_pay","government_net_costs","reform_valuation","net_income_increase","program_cost","tax_revenue_increase","education_cost","prices_year","mvpf","bafoeg_valuation","bafoeg_cost","bafoeg_repayment","private_safer_traffic_valuation","utility_loss_helmet","helmet_cost","co2_emission_reducation","private_health_cost","value_added_tax_loss","public_health_cost","public_safer_traffic_valuation","valuation_lower_risk_of_dying","income_loss","earlier_labor_market_participation_net_income","earlier_labor_market_participation_tax_revenue","child_care_cost_reduction","benefit_receipt","tax_revenue_increase_children","cost_increased_travel_time","private_fuel_cost_saving","energy_tax_loss","local_emission_reduction","fiscal_externality","valuation_reduced_risk","government_net_costs_per_program_cost","willingness_to_pay_per_program_cost","fiscal_externality_per_euro","program_name","year","category","average_age_beneficiary","short_description","average_earnings_beneficiary","notes","Papers","Links"
"bafoeg2001",2826.22040346674,1130.83992176983,1814.30778970591,1011.91261376083,1856.83062852714,-827.928502167948,101.937795410638,2001,2.49922234708829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609016193720817,1.52206688108571,-0.390983806279183,"Bafög Refrom 2001",2001,"Education",19.421,"Bafög is a means-tested public German student loan program. Eligible students only have to pay back about 50% of the loan. In 1990, the threshold of parents' income above which students are no longer eligible for Bafög was lowered.",NA,NA,"Baumgartner & Steiner (2006)","https://ideas.repec.org/p/iza/izadps/dp2034.html"
"bafoegRepayment",22590.8360990669,1332.32577412139,NA,12778.1657533258,9812.67034574107,-10454.8628890848,1375.5201202878,1990,16.9559401595788,9812.67034574107,598.99819717731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135776065757641,2.3022108460896,-0.864223934242359,"Bafög 50% Repayment Reform",1990,"Education",19.81,"Bafög is a means-tested public German student loan program. Until 1990 students had to repay the entire loan. After the reform about 50% of the loan was offered as a grant which does not have to be payed back.",NA,NA,"Baumgartner & Steiner (2004)","https://ideas.repec.org/p/diw/diwwpp/dp444.html"
"BestUpInformationWorkshop",21363.6351588158,-13686.6341572507,NA,20164.2482311678,5.95939086294416,-16498.0212800464,1600.08141342171,2013,Inf,NA,2247.3596057941,-1047.97267814608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2296.64985432572,3584.86893210112,-2297.64985432572,"Best Up College Information Workshop",2013,"Education",19,"A group of researchers  studied the effect of providing information about the benefits of college education to high school students one year prior to graduation.",NA,NA,"Peter et. al. (2018)","https://ideas.repec.org/p/diw/diwwpp/dp1770.html"
"bicycleHelmet",-458896470.276448,-62316583.2334015,NA,NA,NA,NA,NA,2012,7.36395428737949,NA,NA,NA,749844387.376843,-273114492.759317,-324761136.972194,-4885980.35286197,-605979247.568919,-61789274.9742533,161804750.253049,-162332058.512197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandatory Bicycle Helmet Law",2012,"Traffic Regulation",NA,"Potential introduction of a law which would mandate that every bicycle rider has to wear a helmet",NA,NA,"Sieg (2014);Elvik (2013)","https://ideas.repec.org/p/mut/wpaper/21.html;https://academic.microsoft.com/paper/2110952839
"
"bridgingAllowance",34311.9422915082,-13299.754634805,NA,34311.9422915082,14773.6526946108,-28073.4073294158,NA,2003,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.900234688720994,2.32250906399233,-1.90023468872099,"Bridging Allowance",2003,"Labor Market Policy",40.17,"The bridging allowance ""Überbrückungsgeld"" was a subsidy equal to the potential unemployment benefit payed to start up founders who would otherwise have been eligible for unemployment benefits. The briding allowance was payed for 6 months.",2189.362,NA,"Caliendo & Künn (2011)","https://ideas.repec.org/a/eee/pubeco/v95y2011i3p311-331.html"
"classRoomTraining",3907.03653722659,3036.12473100506,NA,3907.03653722659,6232.79098873592,-3196.66625773086,NA,2000,1.28684981131629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487121216882138,0.626851846032941,-0.512878783117862,"Class Room Training",2000,"Labor Market Policy",37,"Government sponsored training that lasts on average 7.5 months.",NA,NA,"Biewen et. al. (2014)","https://ideas.repec.org/a/ucp/jlabec/doi10.1086-677233.html"
"coronavirusLockdown",10452.0055994478,-1636.35050585689,NA,NA,1713.76544512653,-1713.76544512653,NA,2019,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12546.607810158,2094.60221071021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.954827576031603,6.09885420969968,-1.9548275760316,"Coronavirus Lockdown R=0.6",2020,"Health Program",NA,"Coronavirus induced lockdown with a reproduction number of R=0.627 compared with a hypothetical no lockdown scenario which would have left the GDP unchanged and resulted in 560000 deaths.",NA,NA,"Dorn et. al (2020):Flaxman et al. (2020)","https://ideas.repec.org/a/ces/ifosdd/06.html;https://academic.microsoft.com/paper/3032971139"
"coronavirusLockdownR1",1505.54177845642,-1014.82732338504,NA,NA,-909.711453073018,909.711453073018,NA,2019,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.672224700511,-1111.86955375591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11554858406689,-1.65496627900053,0.115548584066887,"Coronavirus Lockdown R=0.6 vs R = 1",2020,"Health Program",NA,"Coronavirus induced lockdown with a reproduction number of R=0.627 compared with a too lash lockdown which would maintained R=1.",NA,NA,"Dorn et. al (2020)","https://ideas.repec.org/a/ces/ifosdd/06.html"
"G8",6667.17381345654,-8949.05268489223,NA,-8048.09884410648,0,6584.80814517803,-1579.1098321711,2011,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14715.272657563,-13954.7509978992,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,-Inf,"G8",2011,"Education",18,"Between 2007 and 2013 some German federal states shortened the length of the academic high school track ""Gymnasium"" from 9 to 8 years.",NA,NA,"Marcus & Zambre (2019)","https://ideas.repec.org/a/uwp/jhriss/v54y2019i2p468-502.html"
"homeCareSubsidy",1071.70327185003,873.290746846258,NA,NA,1189.5461627381,414.370507614213,NA,2013,1.22720099316328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.625923506056,NA,NA,NA,NA,NA,NA,NA,NA,0.734137752868804,0.900934579439252,-0.265862247131196,"Home Care Subsidy",2013,"Familiy Policy",31.36,"The home care subsidy ""Betreuungsgeld"" was introduced in 2013 and was meant to compensate parents who did not make use of subsidised childcare.",NA,NA,"Collischon et al. (2020)","https://ideas.repec.org/p/iza/izadps/dp13271.html"
"jobCreationSchemes",3869.77788141542,20128.1625581678,NA,3869.77788141542,17269.1415313225,-3166.18190297625,NA,2005,0.192256887345393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-307.160876130963,NA,NA,NA,NA,NA,NA,NA,1.16555663879757,0.224086291399979,0.165556638797571,"Job Creation Schemes",2005,"Labor Market Policy",NA,"Job Creation Schemes ""Arbeitsbeschaffungsmaßnahmen"" are comprised of subsizied jobs aimed at  unemployed who would not be able to find a job otherwise. This measure is mostly employed in local labor markets with excess labor supply. The duration of the subsidy (between 900 and 1300€ payed to the employer) is usually limited to 12 months.",NA,NA,"Hohmeyer & Wolff (2010)","https://ideas.repec.org/p/iab/iabdpa/201021.html"
"jobSearchInformation",84.89180672269,-68.4065126050435,NA,84.89180672269,1.05042016806723,69.4569327731107,NA,2011,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.1230000000014,80.8170000000009,-66.1230000000014,"Job Search Information Brochure",2011,"Labor Market Policy",36.92,"As part of a randomized field experiment a brochure that informs about the benefits of job search and the consequences of unemployment was sent to newly registered unemployed.",1593.225,NA,"Altmann et al. (2018)","https://ideas.repec.org/a/eee/pubeco/v164y2018icp33-49.html"
"longTraining",19670.1226344742,-2282.8883003771,NA,19670.1226344742,13810.8484005563,-16093.7367009334,NA,1993,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.165296746019248,1.42425157846797,-1.16529674601925,"Long Training",1993,"Labor Market Policy",35.2,"Government sponsored Training Program lasting longer than 6 months",1396,NA,"Lechner et. al. (2011)","https://ideas.repec.org/a/bla/jeurec/v9y2011i4p742-784.html"
"maternityLeave79",914.571259259192,3175.41185025991,NA,-423.106066322204,2229.46220930233,599.771950330339,NA,1992,0.288016579387752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337.6773255814,346.177690627247,NA,NA,NA,NA,NA,NA,1.4242949878274,0.410220570433168,0.424294987827403,"Maternity Leave Reform 1979",1979,"Familiy Policy",NA,"In 1979, the maternity leave coverage was extended  from 2 to 6 months. During these 6 months all entitled mothers received a maternal leave benefit of 750 Deutschmarks per month.",NA,NA,"Dustmann & Schönberg (2011)","https://academic.microsoft.com/paper/2075105139/"
"maternityLeave86",1145.41488911434,4533.32517515101,NA,-80.7893260019434,2229.46220930233,2249.21321769292,-11.4506094821887,1992,0.252665503765937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226.20421511628,66.1003576379537,NA,NA,NA,NA,NA,NA,2.03337161591523,0.51376286367858,1.03337161591523,"Maternity Leave Reform 1986",1986,"Familiy Policy",NA,"The 1986 maternity leave reform extended the period during which mothers had the right to return to their previous job and received maternity benefits from 6 to 10 months. At the same, the maternity benefit was reduced from 750 Deutschmarks to 600 Deutschmarks.",NA,NA,"Dustmann & Schönberg (2011)","https://academic.microsoft.com/paper/2075105139/"
