"program","willingness_to_pay","government_net_costs","reform_valuation","net_income_increase","program_cost","tax_revenue_increase","education_cost","prices_year","mvpf","bafoeg_valuation","bafoeg_cost","bafoeg_repayment","private_safer_traffic_valuation","utility_loss_helmet","helmet_cost","co2_emission_reducation","private_health_cost","value_added_tax_loss","public_health_cost","public_safer_traffic_valuation","valuation_lower_risk_of_dying","income_loss","earlier_labor_market_participation_net_income","earlier_labor_market_participation_tax_revenue","child_care_cost_reduction","benefit_receipt","tax_revenue_increase_children","cost_increased_travel_time","private_fuel_cost_saving","energy_tax_loss","local_emission_reduction","fiscal_externality","valuation_reduced_risk","government_net_costs_per_program_cost","willingness_to_pay_per_program_cost","fiscal_externality_per_euro","program_name","year","category","average_age_beneficiary","short_description","average_earnings_beneficiary","notes","Papers","Links"
"bafoeg2001",2823.42099751718,1956.42465297564,1964.27608387597,859.144913641216,2010.31380459181,-151.613808289626,97.7246566734571,2001,1.44315345506553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973193661858621,1.40446779555915,-0.0268063381413786,"Bafög Refrom 2001",2001,"Education",19.421,"Bafög is a means-tested public German student loan program. Eligible students only have to pay back about 50% of the loan. In 1990, the threshold of parents' income above which students are no longer eligible for Bafög was lowered.",NA,NA,"Baumgartner & Steiner (2006)","https://ideas.repec.org/p/iza/izadps/dp2034.html"
"bafoegRepayment",18914.5072991123,8117.65722132164,NA,10849.0555047366,8065.45179437574,-1914.53920671822,1318.23403382211,1990,2.33004508362733,8065.45179437574,648.51059984201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00647272195989,2.34512681760765,0.00647272195989057,"Bafög 50% Repayment Reform",1990,"Education",19.81,"Bafög is a means-tested public German student loan program. Until 1990 students had to repay the entire loan. After the reform about 50% of the loan was offered as a grant which does not have to be payed back.",NA,NA,"Baumgartner & Steiner (2004)","https://ideas.repec.org/p/diw/diwwpp/dp444.html"
"BestUpInformationWorkshop",18404.2415199801,-193.815094569666,NA,17120.0665646622,5.95939086294416,-3021.18821729334,1531.27938567996,2013,Inf,NA,2162.60524379159,-878.430288473767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.5226351194414,3088.27562132544,-33.5226351194414,"Best Up College Information Workshop",2013,"Education",19,"A group of researchers  studied the effect of providing information about the benefits of college education to high school students one year prior to graduation.",NA,NA,"Peter et. al. (2018)","https://ideas.repec.org/p/diw/diwwpp/dp1770.html"
"bicycleHelmet",-458544931.437016,-61965044.3939694,NA,NA,NA,NA,NA,2012,7.40005814442123,NA,NA,NA,858065759.718308,-273114492.759317,-324761136.972194,-4885980.35286197,-713849081.070951,-61789274.9742533,53934916.7510162,-54110686.1707322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandatory Bicycle Helmet Law",2012,"Traffic Regulation",NA,"Potential introduction of a law which would mandate that every bicycle rider has to wear a helmet",NA,NA,"Sieg (2014);Elvik (2013)","https://ideas.repec.org/p/mut/wpaper/21.html;https://academic.microsoft.com/paper/2110952839
"
"bridgingAllowance",32051.6269463888,9117.48323348334,NA,32051.6269463888,14773.6526946108,-5656.16946112743,NA,2003,3.5154028941541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617144820035554,2.1695126864652,-0.382855179964446,"Bridging Allowance",2003,"Labor Market Policy",40.17,"The bridging allowance ""Überbrückungsgeld"" was a subsidy equal to the potential unemployment benefit payed to start up founders who would otherwise have been eligible for unemployment benefits. The briding allowance was payed for 6 months.",2189.362,NA,"Caliendo & Künn (2011)","https://ideas.repec.org/a/eee/pubeco/v95y2011i3p311-331.html"
"classRoomTraining",5362.79205707321,5286.41591984065,NA,5362.79205707321,6232.79098873592,-946.37506889527,NA,2000,1.01444762167614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848161911637084,0.860415834056525,-0.151838088362916,"Class Room Training",2000,"Labor Market Policy",37,"Government sponsored training that lasts on average 7.5 months.",NA,NA,"Biewen et. al. (2014)","https://ideas.repec.org/a/ucp/jlabec/doi10.1086-677233.html"
"coronavirusLockdown",11551.4507004312,-546.958068103465,NA,NA,569.747248891008,-569.747248891008,NA,2019,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14780.018444147,3228.56774371571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.960001244706488,20.2746932484812,-1.96000124470649,"Coronavirus Lockdown R=0.6",2020,"Health Program",NA,"Coronavirus induced lockdown with a reproduction number of R=0.627 compared with a hypothetical no lockdown scenario which would have left the GDP unchanged and resulted in 560000 deaths.",NA,NA,"Dorn et. al (2020):Flaxman et al. (2020)","https://ideas.repec.org/a/ces/ifosdd/06.html;https://academic.microsoft.com/paper/3032971139"
"coronavirusLockdownR1",2145.91363843542,-331.891123471498,NA,NA,-296.852500034159,296.852500034159,NA,2019,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.74947157519,-1682.16416686023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11803378254624,-7.22888854966185,0.118033782546238,"Coronavirus Lockdown R=0.6 vs R = 1",2020,"Health Program",NA,"Coronavirus induced lockdown with a reproduction number of R=0.627 compared with a too lash lockdown which would maintained R=1.",NA,NA,"Dorn et. al (2020)","https://ideas.repec.org/a/ces/ifosdd/06.html"
"G8",16245.5235426116,-4793.4649467662,NA,-7772.91644688417,0,1371.69113768544,-1513.57241848526,2011,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24018.4399894958,-4651.58366596639,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,-Inf,"G8",2011,"Education",18,"Between 2007 and 2013 some German federal states shortened the length of the academic high school track ""Gymnasium"" from 9 to 8 years.",NA,NA,"Marcus & Zambre (2019)","https://ideas.repec.org/a/uwp/jhriss/v54y2019i2p468-502.html"
"homeCareSubsidy",1062.29559903405,593.015227933567,NA,NA,1179.10403627224,138.123502538071,NA,2013,1.79134624035837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.212310876743,NA,NA,NA,NA,NA,NA,NA,NA,0.502937153712404,0.900934579439252,-0.497062846287596,"Home Care Subsidy",2013,"Familiy Policy",31.36,"The home care subsidy ""Betreuungsgeld"" was introduced in 2013 and was meant to compensate parents who did not make use of subsidised childcare.",NA,NA,"Collischon et al. (2020)","https://ideas.repec.org/p/iza/izadps/dp13271.html"
