"program","willingness_to_pay","government_net_costs","reform_valuation","net_income_increase","program_cost","tax_revenue_increase","education_cost","prices_year","mvpf","bafoeg_valuation","bafoeg_cost","bafoeg_repayment","private_safer_traffic_valuation","utility_loss_helmet","helmet_cost","co2_emission_reducation","private_health_cost","value_added_tax_loss","public_health_cost","public_safer_traffic_valuation","valuation_lower_risk_of_dying","income_loss","earlier_labor_market_participation_net_income","earlier_labor_market_participation_tax_revenue","child_care_cost_reduction","benefit_receipt","tax_revenue_increase_children","cost_increased_travel_time","private_fuel_cost_saving","energy_tax_loss","local_emission_reduction","fiscal_externality","valuation_reduced_risk","government_net_costs_per_program_cost","willingness_to_pay_per_program_cost","fiscal_externality_per_euro","program_name","year","category","average_age_beneficiary","short_description","average_earnings_beneficiary","notes","Papers","Links"
"bafoeg2001",3102.19657085605,1406.81608915915,1814.30778970591,1287.88878115014,1856.83062852714,-551.952334778632,101.937795410638,2001,2.20511877477192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75764373311477,1.67069442047967,-0.24235626688523,"Bafög Refrom 2001",2001,"Education",19.421,"Bafög is a means-tested public German student loan program. Eligible students only have to pay back about 50% of the loan. In 1990, the threshold of parents' income above which students are no longer eligible for Bafög was lowered.",NA,NA,"Baumgartner & Steiner (2006)","https://ideas.repec.org/p/iza/izadps/dp2034.html"
"bafoegRepayment",26075.7903954285,4817.28007048299,NA,16263.1200496874,9812.67034574107,-6969.90859272319,1375.5201202878,1990,5.41296956247223,9812.67034574107,598.99819717731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490924478327533,2.6573592586595,-0.509075521672467,"Bafög 50% Repayment Reform",1990,"Education",19.81,"Bafög is a means-tested public German student loan program. Until 1990 students had to repay the entire loan. After the reform about 50% of the loan was offered as a grant which does not have to be payed back.",NA,NA,"Baumgartner & Steiner (2004)","https://ideas.repec.org/p/diw/diwwpp/dp444.html"
"BestUpInformationWorkshop",26862.9755854979,-8187.29373056863,NA,25663.5886578499,5.95939086294416,-10998.6808533642,1600.08141342171,2013,Inf,NA,2247.3596057941,-1047.97267814608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1373.8474147547,4507.67137167214,-1374.8474147547,"Best Up College Information Workshop",2013,"Education",19,"A group of researchers  studied the effect of providing information about the benefits of college education to high school students one year prior to graduation.",NA,NA,"Peter et. al. (2018)","https://ideas.repec.org/p/diw/diwwpp/dp1770.html"
"bicycleHelmet",-458720700.856732,-62140813.8136854,NA,NA,NA,NA,NA,2012,7.38195515482141,NA,NA,NA,803955073.547575,-273114492.759317,-324761136.972194,-4885980.35286197,-659914164.319935,-61789274.9742533,107869833.502032,-108221372.341464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandatory Bicycle Helmet Law",2012,"Traffic Regulation",NA,"Potential introduction of a law which would mandate that every bicycle rider has to wear a helmet",NA,NA,"Sieg (2014);Elvik (2013)","https://ideas.repec.org/p/mut/wpaper/21.html;https://academic.microsoft.com/paper/2110952839
"
"bridgingAllowance",34311.9422915082,68.5345696786863,NA,34311.9422915082,14773.6526946108,-14705.1181249321,NA,2003,500.65160476493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00463897257471653,2.32250906399233,-0.995361027425283,"Bridging Allowance",2003,"Labor Market Policy",40.17,"The bridging allowance ""Überbrückungsgeld"" was a subsidy equal to the potential unemployment benefit payed to start up founders who would otherwise have been eligible for unemployment benefits. The briding allowance was payed for 6 months.",2189.362,NA,"Caliendo & Künn (2011)","https://ideas.repec.org/a/eee/pubeco/v95y2011i3p311-331.html"
"classRoomTraining",4972.59195647021,4101.68015024869,NA,4972.59195647021,6232.79098873592,-2131.11083848723,NA,2000,1.21233050221352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65808081125476,0.797811440405562,-0.34191918874524,"Class Room Training",2000,"Labor Market Policy",37,"Government sponsored training that lasts on average 7.5 months.",NA,NA,"Biewen et. al. (2014)","https://ideas.repec.org/a/ucp/jlabec/doi10.1086-677233.html"
"coronavirusLockdown",10997.4557680668,-1090.90033723793,NA,NA,1142.51029675102,-1142.51029675102,NA,2019,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13663.3131271525,2665.85735908572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.954827576031603,9.62569510256532,-1.9548275760316,"Coronavirus Lockdown R=0.6",2020,"Health Program",NA,"Coronavirus induced lockdown with a reproduction number of R=0.627 compared with a hypothetical no lockdown scenario which would have left the GDP unchanged and resulted in 560000 deaths.",NA,NA,"Dorn et. al (2020):Flaxman et al. (2020)","https://ideas.repec.org/a/ces/ifosdd/06.html;https://academic.microsoft.com/paper/3032971139"
"coronavirusLockdownR1",1843.8175529181,-676.551548923357,NA,NA,-606.474302048679,606.474302048679,NA,2019,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.710848137851,-1415.10670478025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11554858406689,-3.04022371053425,0.115548584066887,"Coronavirus Lockdown R=0.6 vs R = 1",2020,"Health Program",NA,"Coronavirus induced lockdown with a reproduction number of R=0.627 compared with a too lash lockdown which would maintained R=1.",NA,NA,"Dorn et. al (2020)","https://ideas.repec.org/a/ces/ifosdd/06.html"
"G8",9123.82143103025,-6492.40506731852,NA,-10243.0348924992,0,4389.87209678536,-1579.1098321711,2011,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19366.8563235294,-9303.16733193277,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,-Inf,"G8",2011,"Education",18,"Between 2007 and 2013 some German federal states shortened the length of the academic high school track ""Gymnasium"" from 9 to 8 years.",NA,NA,"Marcus & Zambre (2019)","https://ideas.repec.org/a/uwp/jhriss/v54y2019i2p468-502.html"
"homeCareSubsidy",1071.70327185003,735.167244308187,NA,NA,1189.5461627381,276.247005076142,NA,2013,1.45776798428843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.625923506056,NA,NA,NA,NA,NA,NA,NA,NA,0.618023299420324,0.900934579439252,-0.381976700579676,"Home Care Subsidy",2013,"Familiy Policy",31.36,"The home care subsidy ""Betreuungsgeld"" was introduced in 2013 and was meant to compensate parents who did not make use of subsidised childcare.",NA,NA,"Collischon et al. (2020)","https://ideas.repec.org/p/iza/izadps/dp13271.html"
