"program","willingness_to_pay","government_net_costs","reform_valuation","net_income_increase","program_cost","tax_revenue_increase","education_cost","prices_year","mvpf","bafoeg_valuation","bafoeg_cost","bafoeg_repayment","private_safer_traffic_valuation","utility_loss_helmet","helmet_cost","co2_emission_reducation","private_health_cost","value_added_tax_loss","public_health_cost","public_safer_traffic_valuation","valuation_lower_risk_of_dying","income_loss","earlier_labor_market_participation_net_income","earlier_labor_market_participation_tax_revenue","child_care_cost_reduction","benefit_receipt","tax_revenue_increase_children","cost_increased_travel_time","private_fuel_cost_saving","energy_tax_loss","local_emission_reduction","fiscal_externality","valuation_reduced_risk","government_net_costs_per_program_cost","willingness_to_pay_per_program_cost","fiscal_externality_per_euro","program_name","year","category","average_age_beneficiary","short_description","average_earnings_beneficiary","notes","Papers","Links"
"bafoeg2001",2260.4702884553,2106.44886240189,2142.68130289325,117.788985562044,2192.90039592981,-176.683478343065,90.231944815145,2001,1.07311899605186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.960576625510041,1.03081302399822,-0.0394233744899591,"Bafög Refrom 2001",2001,"Education",19.421,"Bafög is a means-tested public German student loan program. Eligible students only have to pay back about 50% of the loan. In 1990, the threshold of parents' income above which students are no longer eligible for Bafög was lowered.",NA,NA,"Baumgartner & Steiner (2006)","https://ideas.repec.org/p/iza/izadps/dp2034.html"
"bafoegRepayment",6997.55506984008,5202.83568316713,NA,1487.40826130629,5510.14680853378,-2231.11239195944,1216.38974312321,1990,1.34495023405783,5510.14680853378,707.411523469582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944228141999646,1.26993986058642,-0.0557718580003544,"Bafög 50% Repayment Reform",1990,"Education",19.81,"Bafög is a means-tested public German student loan program. Until 1990 students had to repay the entire loan. After the reform about 50% of the loan was offered as a grant which does not have to be payed back.",NA,NA,"Baumgartner & Steiner (2004)","https://ideas.repec.org/p/diw/diwwpp/dp444.html"
"BestUpInformationWorkshop",3735.09944782288,-711.757456908478,NA,2347.16546811607,5.95939086294416,-3520.7482021741,1409.13798383293,2013,Inf,NA,2011.36488125787,-623.430901551066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.43459881684,626.758595588677,-120.43459881684,"Best Up College Information Workshop",2013,"Education",19,"A group of researchers  studied the effect of providing information about the benefits of college education to high school students one year prior to graduation.",NA,NA,"Peter et. al. (2018)","https://ideas.repec.org/p/diw/diwwpp/dp1770.html"
"bicycleHelmet",-459072239.696164,-62492352.6531175,NA,NA,NA,NA,NA,2012,7.34605468039237,NA,NA,NA,695733701.206111,-273114492.759317,-324761136.972194,-4885980.35286197,-552044330.817903,-61789274.9742533,215739667.004065,-216442744.682929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandatory Bicycle Helmet Law",2012,"Traffic Regulation",NA,"Potential introduction of a law which would mandate that every bicycle rider has to wear a helmet",NA,NA,"Sieg (2014);Elvik (2013)","https://ideas.repec.org/p/mut/wpaper/21.html;https://academic.microsoft.com/paper/2110952839
"
"bridgingAllowance",28115.2372017869,-27399.2031080695,NA,28115.2372017869,14773.6526946108,-42172.8558026803,NA,2003,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85459910791489,1.90306607194326,-2.85459910791489,"Bridging Allowance",2003,"Labor Market Policy",40.17,"The bridging allowance ""Überbrückungsgeld"" was a subsidy equal to the potential unemployment benefit payed to start up founders who would otherwise have been eligible for unemployment benefits. The briding allowance was payed for 6 months.",2189.362,NA,"Caliendo & Künn (2011)","https://ideas.repec.org/a/eee/pubeco/v95y2011i3p311-331.html"
"classRoomTraining",1986.86520888446,3252.49317540926,NA,1986.86520888446,6232.79098873592,-2980.29781332666,NA,2000,0.610874520477496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52183575244016,0.318776165039896,-0.47816424755984,"Class Room Training",2000,"Labor Market Policy",37,"Government sponsored training that lasts on average 7.5 months.",NA,NA,"Biewen et. al. (2014)","https://ideas.repec.org/a/ucp/jlabec/doi10.1086-677233.html"
"coronavirusLockdown",9918.16766611137,-2199.21902739964,NA,NA,2267.60224057826,-2267.60224057826,NA,2019,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11429.9024931635,1511.73482705217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.969843382602594,4.37385688222911,-1.96984338260259,"Coronavirus Lockdown R=0.6",2020,"Health Program",NA,"Coronavirus induced lockdown with a reproduction number of R=0.627 compared with a hypothetical no lockdown scenario which would have left the GDP unchanged and resulted in 560000 deaths.",NA,NA,"Dorn et. al (2020):Flaxman et al. (2020)","https://ideas.repec.org/a/ces/ifosdd/06.html;https://academic.microsoft.com/paper/3032971139"
"coronavirusLockdownR1",1118.09822440681,-1279.35142846481,NA,NA,-1139.19693471546,1139.19693471546,NA,2019,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.633601263172,-759.464623143638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12302920546777,-0.981479312605492,0.123029205467766,"Coronavirus Lockdown R=0.6 vs R = 1",2020,"Health Program",NA,"Coronavirus induced lockdown with a reproduction number of R=0.627 compared with a too lash lockdown which would maintained R=1.",NA,NA,"Dorn et. al (2020)","https://ideas.repec.org/a/ces/ifosdd/06.html"
"G8",8492.8642693383,-17647.2402652621,NA,-1570.82472225834,0,2356.23708338751,-1397.14268478403,2011,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10063.6889915966,-18606.3346638655,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,Inf,-Inf,"G8",2011,"Education",18,"Between 2007 and 2013 some German federal states shortened the length of the academic high school track ""Gymnasium"" from 9 to 8 years.",NA,NA,"Marcus & Zambre (2019)","https://ideas.repec.org/a/uwp/jhriss/v54y2019i2p468-502.html"
"homeCareSubsidy",1044.53531951231,999.780503818967,NA,NA,1159.39086294416,552.494010152284,NA,2013,1.04476464136117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.10436927748,NA,NA,NA,NA,NA,NA,NA,NA,0.86233257115734,0.900934579439252,-0.13766742884266,"Home Care Subsidy",2013,"Familiy Policy",31.36,"The home care subsidy ""Betreuungsgeld"" was introduced in 2013 and was meant to compensate parents who did not make use of subsidised childcare.",NA,NA,"Collischon et al. (2020)","https://ideas.repec.org/p/iza/izadps/dp13271.html"
